MutantID,Status,Output
30,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/30/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -25 +25 @@|-            trian = trian + 1;|+            trian = trian + 0;|
37,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/37/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -27 +27 @@|-        if (a == c) {|+        if (a <= c) {|
36,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/36/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -25 +25 @@|-            trian = trian + 1;|+            |
35,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/35/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -25 +25 @@|-            trian = trian + 1;|+            trian = trian / 1;|
34,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/34/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -25 +25 @@|-            trian = trian + 1;|+            trian = trian - 1;|
60,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/60/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -33 +33 @@|-        if (trian == 0) {|+        if (trian >= 0) {|
61,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/61/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -33 +33 @@|-        if (trian == 0) {|+        if (false) {|
62,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/62/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a % b <= c || a + c <= b || b + c <= a) {|
63,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/63/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a * b <= c || a + c <= b || b + c <= a) {|
64,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/64/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a - b <= c || a + c <= b || b + c <= a) {|
65,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/65/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a / b <= c || a + c <= b || b + c <= a) {|
66,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/66/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a + b < c || a + c <= b || b + c <= a) {|
67,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/67/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a + b == c || a + c <= b || b + c <= a) {|
68,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/68/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (true || a + c <= b || b + c <= a) {|
69,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/69/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a + b <= c || a % c <= b || b + c <= a) {|
2,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/2/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (a <= -1 || b <= 0 || c <= 0) {|
6,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/6/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (a <= 0 || b <= 1 || c <= 0) {|
99,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/99/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -43 +43 @@|-        if (trian == 1 && a + b > c) {|+        if (trian == 0 && a + b > c) {|
98,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/98/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -41 +41 @@|-            return Type.EQUILATERAL;|+            |
91,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/91/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -35 +35 @@|-                return Type.INVALID;|+                |
90,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/90/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (true) {|
93,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/93/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -40 +40 @@|-        if (trian > 3) {|+        if (trian > 0) {|
92,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/92/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -37 +37 @@|-                return Type.SCALENE;|+                |
95,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/95/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -40 +40 @@|-        if (trian > 3) {|+        if (trian != 3) {|
94,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/94/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -40 +40 @@|-        if (trian > 3) {|+        if (trian > -3) {|
97,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/97/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -40 +40 @@|-        if (trian > 3) {|+        if (false) {|
96,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/96/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -40 +40 @@|-        if (trian > 3) {|+        if (trian >= 3) {|
11,LIVE,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/11/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (a <= 0 != b <= 0 || c <= 0) {|
10,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/10/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (a <= 0 || true || c <= 0) {|
13,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/13/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (b <= 0 || c <= 0) {|
12,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/12/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (a <= 0 || c <= 0) {|
15,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/15/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (a <= 0 || b <= 0 || c <= 1) {|
14,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/14/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (true || c <= 0) {|
17,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/17/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (a <= 0 || b <= 0 || c < 0) {|
16,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/16/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (a <= 0 || b <= 0 || c <= -1) {|
19,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/19/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (a <= 0 || b <= 0 || true) {|
18,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/18/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (a <= 0 || b <= 0 || c == 0) {|
117,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/117/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -45 +45 @@|-        } else if (trian == 2 && a + c > b) {|+        } else if (trian == -2 && a + c > b) {|
116,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/116/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -45 +45 @@|-        } else if (trian == 2 && a + c > b) {|+        } else if (trian == 0 && a + c > b) {|
150,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/150/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -50 +50 @@|-        return Type.INVALID;|+        |
41,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/41/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -28 +28 @@|-            trian = trian + 2;|+            trian = trian + -2;|
48,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/48/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -30 +30 @@|-        if (b == c) {|+        if (b >= c) {|
49,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/49/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -30 +30 @@|-        if (b == c) {|+        if (false) {|
46,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/46/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -28 +28 @@|-            trian = trian + 2;|+            |
86,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/86/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a + b <= c || a + c <= b || true) {|
44,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/44/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -28 +28 @@|-            trian = trian + 2;|+            trian = trian - 2;|
45,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/45/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -28 +28 @@|-            trian = trian + 2;|+            trian = trian / 2;|
42,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/42/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -28 +28 @@|-            trian = trian + 2;|+            trian = trian % 2;|
43,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/43/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -28 +28 @@|-            trian = trian + 2;|+            trian = trian * 2;|
40,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/40/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -28 +28 @@|-            trian = trian + 2;|+            trian = trian + 0;|
87,LIVE,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/87/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if ((a + b <= c || a + c <= b) != b + c <= a) {|
1,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/1/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (a <= 1 || b <= 0 || c <= 0) {|
5,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/5/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (true || b <= 0 || c <= 0) {|
9,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/9/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -20 +20 @@|-        if (a <= 0 || b <= 0 || c <= 0) {|+        if (a <= 0 || b == 0 || c <= 0) {|
146,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/146/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -47 +47 @@|-        } else if (trian == 3 && b + c > a) {|+        } else if (false) {|
147,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/147/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -47 +47 @@|-        } else if (trian == 3 && b + c > a) {|+        } else if (trian == 3) {|
144,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/144/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -47 +47 @@|-        } else if (trian == 3 && b + c > a) {|+        } else if (trian == 3 && false) {|
145,LIVE,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/145/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -47 +47 @@|-        } else if (trian == 3 && b + c > a) {|+        } else if (trian == 3 == b + c > a) {|
142,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/142/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -47 +47 @@|-        } else if (trian == 3 && b + c > a) {|+        } else if (trian == 3 && b + c != a) {|
143,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/143/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -47 +47 @@|-        } else if (trian == 3 && b + c > a) {|+        } else if (trian == 3 && b + c >= a) {|
140,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/140/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -47 +47 @@|-        } else if (trian == 3 && b + c > a) {|+        } else if (trian == 3 && b - c > a) {|
141,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/141/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -47 +47 @@|-        } else if (trian == 3 && b + c > a) {|+        } else if (trian == 3 && b / c > a) {|
148,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/148/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -47 +47 @@|-        } else if (trian == 3 && b + c > a) {|+        } else if (b + c > a) {|
149,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/149/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -48 +48 @@|-            return Type.ISOSCELES;|+            |
77,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/77/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a + b <= c || b + c <= a) {|
76,LIVE,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/76/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a + b <= c != a + c <= b || b + c <= a) {|
75,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/75/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a + b <= c || true || b + c <= a) {|
74,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/74/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a + b <= c || a + c == b || b + c <= a) {|
73,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/73/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a + b <= c || a + c < b || b + c <= a) {|
72,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/72/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a + b <= c || a / c <= b || b + c <= a) {|
71,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/71/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a + b <= c || a - c <= b || b + c <= a) {|
70,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/70/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a + b <= c || a * c <= b || b + c <= a) {|
79,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/79/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (true || b + c <= a) {|
78,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/78/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -34 +34 @@|-            if (a + b <= c || a + c <= b || b + c <= a) {|+            if (a + c <= b || b + c <= a) {|
47,FAIL,--- src/triangle/Triangle.java	2016-10-20 16:46:52.000000000 -0400|+++ .mutated/mutants/47/triangle/Triangle.java	2016-10-20 16:21:53.000000000 -0400|@@ -30 +30 @@|-        if (b == c) {|+        if (b <= c) {|
